nct_id,snapshot_months,start_year,label,duration_days,phase_num,sponsor_num,is_industry,log_planned_enrollment,n_arms,n_countries,is_multinational,n_primary_outcomes,log_n_eligibility_chars,has_drug,has_device,has_biological,n_sites,n_status_changes,had_suspension,n_amendments,enrollment_velocity,enrollment_still_anticipated,status_is_recruiting,status_is_active_not_rec,status_is_suspended,status_is_not_yet_rec,elapsed_days
NCT00630149,12,2007,0,1522.0,2,4,0,3.58351893845611,1,1,0,1,8.272570608424903,1,0,0,1,0,0,0,0.09615384615384616,0,0,0,0,0,364
NCT01671449,3,2012,0,1034.0,3,4,0,5.82600010738045,2,1,0,1,8.19891444498699,1,0,0,9,0,0,0,3.7142857142857144,0,0,0,0,0,91
NCT01671449,6,2012,0,1034.0,3,4,0,5.82600010738045,2,1,0,1,8.19891444498699,1,0,0,9,0,0,0,1.8571428571428572,0,0,0,0,0,182
NCT01671449,12,2012,0,1034.0,3,4,0,5.82600010738045,2,1,0,1,8.19891444498699,1,0,0,9,0,0,0,0.9285714285714286,0,0,0,0,0,364
NCT00478049,3,2005,0,1249.0,3,0,1,5.099866427824199,2,1,0,1,6.736966958001855,1,0,0,4,0,0,0,1.7912087912087913,0,0,0,0,0,91
NCT00478049,6,2005,0,1249.0,3,0,1,5.099866427824199,2,1,0,1,6.736966958001855,1,0,0,4,0,0,0,0.8956043956043956,0,0,0,0,0,182
NCT00478049,12,2005,0,1249.0,3,0,1,5.099866427824199,2,1,0,1,6.736966958001855,1,0,0,4,0,0,0,0.4478021978021978,0,0,0,0,0,364
NCT04633278,3,2021,1,1093.0,2,0,1,3.2188758248682006,1,1,0,1,8.719807451477955,1,0,0,19,0,0,0,0.26373626373626374,0,0,0,0,0,91
NCT04633278,6,2021,1,1093.0,2,0,1,3.2188758248682006,1,1,0,1,8.719807451477955,1,0,0,19,0,0,0,0.13186813186813187,0,0,0,0,0,182
NCT04633278,12,2021,1,1093.0,2,0,1,3.2188758248682006,1,1,0,1,8.719807451477955,1,0,0,19,0,0,0,0.06593406593406594,0,0,0,0,0,364
NCT02071043,3,2008,0,1522.0,2,4,0,3.8918202981106265,1,1,0,1,7.748460023899697,1,0,0,1,0,0,0,0.5274725274725275,0,0,0,0,0,91
NCT02071043,6,2008,0,1522.0,2,4,0,3.8918202981106265,1,1,0,1,7.748460023899697,1,0,0,1,0,0,0,0.26373626373626374,0,0,0,0,0,182
NCT02071043,12,2008,0,1522.0,2,4,0,3.8918202981106265,1,1,0,1,7.748460023899697,1,0,0,1,0,0,0,0.13186813186813187,0,0,0,0,0,364
NCT00498225,3,2007,0,1797.0,3,0,1,6.727431724850855,3,2,1,1,8.0519780789023,1,0,0,12,0,0,0,9.164835164835164,0,0,0,0,0,91
NCT00498225,6,2007,0,1797.0,3,0,1,6.727431724850855,3,2,1,1,8.0519780789023,1,0,0,12,0,0,0,4.582417582417582,0,0,0,0,0,182
NCT00498225,12,2007,0,1797.0,3,0,1,6.727431724850855,3,2,1,1,8.0519780789023,1,0,0,12,0,0,0,2.291208791208791,0,0,0,0,0,364
NCT00602225,3,2007,0,2678.0,1,4,0,3.9318256327243257,1,1,0,6,8.049107721326406,1,0,1,1,0,0,0,0.5494505494505495,0,0,0,0,0,91
NCT00602225,6,2007,0,2678.0,1,4,0,3.9318256327243257,1,1,0,6,8.049107721326406,1,0,1,1,0,0,0,0.27472527472527475,0,0,0,0,0,182
NCT00602225,12,2007,0,2678.0,1,4,0,3.9318256327243257,1,1,0,6,8.049107721326406,1,0,1,1,0,0,0,0.13736263736263737,0,0,0,0,0,364
NCT01236144,3,2011,0,1006.0,1,4,0,4.736198448394496,3,1,0,4,8.05356916913454,1,0,0,13,0,0,0,1.2417582417582418,0,0,0,0,0,91
NCT01236144,6,2011,0,1006.0,1,4,0,4.736198448394496,3,1,0,4,8.05356916913454,1,0,0,13,0,0,0,0.6208791208791209,0,0,0,0,0,182
NCT01236144,12,2011,0,1006.0,1,4,0,4.736198448394496,3,1,0,4,8.05356916913454,1,0,0,13,0,0,0,0.31043956043956045,0,0,0,0,0,364
NCT05321498,3,2023,1,147.0,2,0,1,0.0,2,0,0,1,7.784889295655098,1,0,0,0,0,0,0,0.0,0,0,0,0,0,91
NCT00004898,3,1999,0,1369.0,1,4,0,1.9459101490553132,0,1,0,0,7.816416983691801,1,0,1,1,0,0,0,0.06593406593406594,0,0,0,0,0,91
NCT00004898,6,1999,0,1369.0,1,4,0,1.9459101490553132,0,1,0,0,7.816416983691801,1,0,1,1,0,0,0,0.03296703296703297,0,0,0,0,0,182
NCT00004898,12,1999,0,1369.0,1,4,0,1.9459101490553132,0,1,0,0,7.816416983691801,1,0,1,1,0,0,0,0.016483516483516484,0,0,0,0,0,364
NCT00001493,3,1995,0,1705.0,2,1,0,3.7612001156935624,0,1,0,0,7.1770187659099,0,0,0,1,0,0,0,0.46153846153846156,0,0,0,0,0,91
NCT00001493,6,1995,0,1705.0,2,1,0,3.7612001156935624,0,1,0,0,7.1770187659099,0,0,0,1,0,0,0,0.23076923076923078,0,0,0,0,0,182
NCT00001493,12,1995,0,1705.0,2,1,0,3.7612001156935624,0,1,0,0,7.1770187659099,0,0,0,1,0,0,0,0.11538461538461539,0,0,0,0,0,364
NCT01469221,3,2012,1,456.0,3,0,1,3.871201010907891,2,4,1,1,8.422662707570003,1,0,0,29,0,0,0,0.5164835164835165,0,0,0,0,0,91
NCT01469221,6,2012,1,456.0,3,0,1,3.871201010907891,2,4,1,1,8.422662707570003,1,0,0,29,0,0,0,0.25824175824175827,0,0,0,0,0,182
NCT01469221,12,2012,1,456.0,3,0,1,3.871201010907891,2,4,1,1,8.422662707570003,1,0,0,29,0,0,0,0.12912087912087913,0,0,0,0,0,364
NCT01964755,3,2009,1,3334.0,2,4,0,1.9459101490553132,1,1,0,1,8.854950316500325,1,0,1,2,0,0,0,0.06593406593406594,0,0,0,0,0,91
NCT01964755,6,2009,1,3334.0,2,4,0,1.9459101490553132,1,1,0,1,8.854950316500325,1,0,1,2,0,0,0,0.03296703296703297,0,0,0,0,0,182
NCT01964755,12,2009,1,3334.0,2,4,0,1.9459101490553132,1,1,0,1,8.854950316500325,1,0,1,2,0,0,0,0.016483516483516484,0,0,0,0,0,364
NCT02696408,3,2016,0,1260.0,3,4,0,5.459585514144159,2,1,0,1,6.135564891081739,0,1,0,3,0,0,0,2.5714285714285716,0,0,0,0,0,91
NCT02696408,6,2016,0,1260.0,3,4,0,5.459585514144159,2,1,0,1,6.135564891081739,0,1,0,3,0,0,0,1.2857142857142858,0,0,0,0,0,182
NCT02696408,12,2016,0,1260.0,3,4,0,5.459585514144159,2,1,0,1,6.135564891081739,0,1,0,3,0,0,0,0.6428571428571429,0,0,0,0,0,364
NCT05012098,3,2022,0,749.0,2,1,0,2.4849066497880004,1,1,0,1,9.191463316206494,1,0,0,1,0,0,0,0.12087912087912088,0,0,0,0,0,91
NCT05012098,6,2022,0,749.0,2,1,0,2.4849066497880004,1,1,0,1,9.191463316206494,1,0,0,1,0,0,0,0.06043956043956044,0,0,0,0,0,182
NCT05012098,12,2022,0,749.0,2,1,0,2.4849066497880004,1,1,0,1,9.191463316206494,1,0,0,1,0,0,0,0.03021978021978022,0,0,0,0,0,364
NCT03280563,3,2017,0,2470.0,1,0,1,4.976733742420574,8,3,1,1,7.86480400332846,1,0,0,22,0,0,0,1.5824175824175823,0,0,0,0,0,91
NCT03280563,6,2017,0,2470.0,1,0,1,4.976733742420574,8,3,1,1,7.86480400332846,1,0,0,22,0,0,0,0.7912087912087912,0,0,0,0,0,182
NCT03280563,12,2017,0,2470.0,1,0,1,4.976733742420574,8,3,1,1,7.86480400332846,1,0,0,22,0,0,0,0.3956043956043956,0,0,0,0,0,364
NCT00275106,3,2004,1,2891.0,3,4,0,6.398594934535208,0,3,1,1,6.773080375655535,1,0,0,22,0,0,0,6.593406593406593,0,0,0,0,0,91
NCT00275106,6,2004,1,2891.0,3,4,0,6.398594934535208,0,3,1,1,6.773080375655535,1,0,0,22,0,0,0,3.2967032967032965,0,0,0,0,0,182
NCT00275106,12,2004,1,2891.0,3,4,0,6.398594934535208,0,3,1,1,6.773080375655535,1,0,0,22,0,0,0,1.6483516483516483,0,0,0,0,0,364
NCT03603184,3,2018,0,2302.0,3,4,0,6.309918278226516,2,11,1,3,9.040500592684284,1,0,0,93,0,0,0,6.032967032967033,0,0,0,0,0,91
NCT03603184,6,2018,0,2302.0,3,4,0,6.309918278226516,2,11,1,3,9.040500592684284,1,0,0,93,0,0,0,3.0164835164835164,0,0,0,0,0,182
NCT03603184,12,2018,0,2302.0,3,4,0,6.309918278226516,2,11,1,3,9.040500592684284,1,0,0,93,0,0,0,1.5082417582417582,0,0,0,0,0,364
NCT01564784,3,2012,0,1616.0,3,0,1,5.7899601708972535,2,20,1,2,5.19295685089021,1,0,0,198,0,0,0,3.5824175824175826,0,0,0,0,0,91
NCT01564784,6,2012,0,1616.0,3,0,1,5.7899601708972535,2,20,1,2,5.19295685089021,1,0,0,198,0,0,0,1.7912087912087913,0,0,0,0,0,182
NCT01564784,12,2012,0,1616.0,3,0,1,5.7899601708972535,2,20,1,2,5.19295685089021,1,0,0,198,0,0,0,0.8956043956043956,0,0,0,0,0,364
NCT02041533,3,2014,0,2983.0,3,0,1,6.295266001439646,2,26,1,1,6.660575149839686,1,0,1,141,0,0,0,5.945054945054945,0,0,0,0,0,91
NCT02041533,6,2014,0,2983.0,3,0,1,6.295266001439646,2,26,1,1,6.660575149839686,1,0,1,141,0,0,0,2.9725274725274726,0,0,0,0,0,182
NCT02041533,12,2014,0,2983.0,3,0,1,6.295266001439646,2,26,1,1,6.660575149839686,1,0,1,141,0,0,0,1.4862637362637363,0,0,0,0,0,364
NCT00048633,3,2001,0,577.0,2,0,1,3.4339872044851463,1,1,0,0,8.10258642539079,1,0,0,4,0,0,0,0.32967032967032966,0,0,0,0,0,91
NCT00048633,6,2001,0,577.0,2,0,1,3.4339872044851463,1,1,0,0,8.10258642539079,1,0,0,4,0,0,0,0.16483516483516483,0,0,0,0,0,182
NCT00048633,12,2001,0,577.0,2,0,1,3.4339872044851463,1,1,0,0,8.10258642539079,1,0,0,4,0,0,0,0.08241758241758242,0,0,0,0,0,364
NCT01077726,3,2010,0,334.0,2,0,1,1.3862943611198906,1,1,0,1,6.352629396319567,1,0,0,12,0,0,0,0.03296703296703297,0,0,0,0,0,91
NCT01077726,6,2010,0,334.0,2,0,1,1.3862943611198906,1,1,0,1,6.352629396319567,1,0,0,12,0,0,0,0.016483516483516484,0,0,0,0,0,182
NCT00030511,3,2001,1,638.0,2,4,0,0.0,0,3,1,0,7.392031567514591,1,0,0,6,0,0,0,0.0,0,0,0,0,0,91
NCT00030511,6,2001,1,638.0,2,4,0,0.0,0,3,1,0,7.392031567514591,1,0,0,6,0,0,0,0.0,0,0,0,0,0,182
NCT00030511,12,2001,1,638.0,2,4,0,0.0,0,3,1,0,7.392031567514591,1,0,0,6,0,0,0,0.0,0,0,0,0,0,364
NCT04140292,3,2020,0,500.0,2,4,0,4.330733340286331,1,1,0,1,7.163946684342547,1,0,0,1,0,0,0,0.8241758241758241,0,0,0,0,0,91
NCT04140292,6,2020,0,500.0,2,4,0,4.330733340286331,1,1,0,1,7.163946684342547,1,0,0,1,0,0,0,0.41208791208791207,0,0,0,0,0,182
NCT04140292,12,2020,0,500.0,2,4,0,4.330733340286331,1,1,0,1,7.163946684342547,1,0,0,1,0,0,0,0.20604395604395603,0,0,0,0,0,364
NCT01378871,3,2010,1,853.0,2,4,0,0.6931471805599453,1,1,0,1,7.812782818577581,1,0,0,7,0,0,0,0.01098901098901099,0,0,0,0,0,91
NCT01378871,6,2010,1,853.0,2,4,0,0.6931471805599453,1,1,0,1,7.812782818577581,1,0,0,7,0,0,0,0.005494505494505495,0,0,0,0,0,182
NCT01378871,12,2010,1,853.0,2,4,0,0.6931471805599453,1,1,0,1,7.812782818577581,1,0,0,7,0,0,0,0.0027472527472527475,0,0,0,0,0,364
NCT00052936,3,2001,0,3503.0,3,4,0,7.317876198626496,4,2,1,1,7.974188669286011,1,0,1,174,0,0,0,16.54945054945055,0,0,0,0,0,91
NCT00052936,6,2001,0,3503.0,3,4,0,7.317876198626496,4,2,1,1,7.974188669286011,1,0,1,174,0,0,0,8.274725274725276,0,0,0,0,0,182
NCT00052936,12,2001,0,3503.0,3,4,0,7.317876198626496,4,2,1,1,7.974188669286011,1,0,1,174,0,0,0,4.137362637362638,0,0,0,0,0,364
NCT01995344,3,2014,1,510.0,2,4,0,1.0986122886681098,2,1,0,1,8.283999304248526,1,0,0,1,0,0,0,0.02197802197802198,0,0,0,0,0,91
NCT01995344,6,2014,1,510.0,2,4,0,1.0986122886681098,2,1,0,1,8.283999304248526,1,0,0,1,0,0,0,0.01098901098901099,0,0,0,0,0,182
NCT01995344,12,2014,1,510.0,2,4,0,1.0986122886681098,2,1,0,1,8.283999304248526,1,0,0,1,0,0,0,0.005494505494505495,0,0,0,0,0,364
NCT00021398,3,1996,0,8097.0,2,4,0,3.1780538303479458,1,1,0,2,7.489412083508719,1,0,0,17,0,0,0,0.25274725274725274,0,0,0,0,0,91
NCT00021398,6,1996,0,8097.0,2,4,0,3.1780538303479458,1,1,0,2,7.489412083508719,1,0,0,17,0,0,0,0.12637362637362637,0,0,0,0,0,182
NCT00021398,12,1996,0,8097.0,2,4,0,3.1780538303479458,1,1,0,2,7.489412083508719,1,0,0,17,0,0,0,0.06318681318681318,0,0,0,0,0,364
NCT00652587,3,2002,0,2160.0,3,4,0,4.7535901911063645,2,1,0,1,8.0507033814703,0,0,0,1,0,0,0,1.2637362637362637,0,0,0,0,0,91
NCT00652587,6,2002,0,2160.0,3,4,0,4.7535901911063645,2,1,0,1,8.0507033814703,0,0,0,1,0,0,0,0.6318681318681318,0,0,0,0,0,182
NCT00652587,12,2002,0,2160.0,3,4,0,4.7535901911063645,2,1,0,1,8.0507033814703,0,0,0,1,0,0,0,0.3159340659340659,0,0,0,0,0,364
NCT01835626,3,2013,0,2323.0,2,4,0,3.2188758248682006,1,1,0,1,9.137877200242468,1,0,0,2,0,0,0,0.26373626373626374,0,0,0,0,0,91
NCT01835626,6,2013,0,2323.0,2,4,0,3.2188758248682006,1,1,0,1,9.137877200242468,1,0,0,2,0,0,0,0.13186813186813187,0,0,0,0,0,182
NCT01835626,12,2013,0,2323.0,2,4,0,3.2188758248682006,1,1,0,1,9.137877200242468,1,0,0,2,0,0,0,0.06593406593406594,0,0,0,0,0,364
NCT02992743,3,2016,0,1932.0,2,0,1,3.1780538303479458,1,1,0,2,7.841099765422119,1,0,0,6,0,0,0,0.25274725274725274,0,0,0,0,0,91
NCT02992743,6,2016,0,1932.0,2,0,1,3.1780538303479458,1,1,0,2,7.841099765422119,1,0,0,6,0,0,0,0.12637362637362637,0,0,0,0,0,182
NCT02992743,12,2016,0,1932.0,2,0,1,3.1780538303479458,1,1,0,2,7.841099765422119,1,0,0,6,0,0,0,0.06318681318681318,0,0,0,0,0,364
NCT04880434,3,2021,0,1512.0,2,0,1,4.564348191467836,1,6,1,1,7.232010331664759,1,0,1,40,0,0,0,1.043956043956044,0,0,0,0,0,91
NCT04880434,6,2021,0,1512.0,2,0,1,4.564348191467836,1,6,1,1,7.232010331664759,1,0,1,40,0,0,0,0.521978021978022,0,0,0,0,0,182
NCT04880434,12,2021,0,1512.0,2,0,1,4.564348191467836,1,6,1,1,7.232010331664759,1,0,1,40,0,0,0,0.260989010989011,0,0,0,0,0,364
NCT00136864,3,2004,0,2587.0,3,4,0,5.739792912179234,2,1,0,1,7.600902459542082,0,0,0,5,0,0,0,3.4065934065934065,0,0,0,0,0,91
NCT00136864,6,2004,0,2587.0,3,4,0,5.739792912179234,2,1,0,1,7.600902459542082,0,0,0,5,0,0,0,1.7032967032967032,0,0,0,0,0,182
NCT00136864,12,2004,0,2587.0,3,4,0,5.739792912179234,2,1,0,1,7.600902459542082,0,0,0,5,0,0,0,0.8516483516483516,0,0,0,0,0,364
NCT01437709,3,2011,0,4394.0,2,4,0,3.4339872044851463,2,1,0,2,8.102283624480073,0,0,1,6,0,0,0,0.32967032967032966,0,0,0,0,0,91
NCT01437709,6,2011,0,4394.0,2,4,0,3.4339872044851463,2,1,0,2,8.102283624480073,0,0,1,6,0,0,0,0.16483516483516483,0,0,0,0,0,182
NCT01437709,12,2011,0,4394.0,2,4,0,3.4339872044851463,2,1,0,2,8.102283624480073,0,0,1,6,0,0,0,0.08241758241758242,0,0,0,0,0,364
NCT00345163,3,2006,0,427.0,2,0,1,5.123963979403259,2,0,0,2,8.211211361793023,1,0,0,0,0,0,0,1.835164835164835,0,0,0,0,0,91
NCT00345163,6,2006,0,427.0,2,0,1,5.123963979403259,2,0,0,2,8.211211361793023,1,0,0,0,0,0,0,0.9175824175824175,0,0,0,0,0,182
NCT00345163,12,2006,0,427.0,2,0,1,5.123963979403259,2,0,0,2,8.211211361793023,1,0,0,0,0,0,0,0.45879120879120877,0,0,0,0,0,364
NCT00091663,3,2004,0,365.0,3,0,1,8.517393171418904,0,1,0,0,7.388327859577107,1,0,0,92,0,0,0,54.94505494505494,0,0,0,0,0,91
NCT00091663,6,2004,0,365.0,3,0,1,8.517393171418904,0,1,0,0,7.388327859577107,1,0,0,92,0,0,0,27.47252747252747,0,0,0,0,0,182
NCT00091663,12,2004,0,365.0,3,0,1,8.517393171418904,0,1,0,0,7.388327859577107,1,0,0,92,0,0,0,13.736263736263735,0,0,0,0,0,364
NCT04129216,3,2019,0,1359.0,2,4,0,3.4339872044851463,3,1,0,1,6.875232087276577,1,0,0,1,0,0,0,0.32967032967032966,0,0,0,0,0,91
NCT04129216,6,2019,0,1359.0,2,4,0,3.4339872044851463,3,1,0,1,6.875232087276577,1,0,0,1,0,0,0,0.16483516483516483,0,0,0,0,0,182
NCT04129216,12,2019,0,1359.0,2,4,0,3.4339872044851463,3,1,0,1,6.875232087276577,1,0,0,1,0,0,0,0.08241758241758242,0,0,0,0,0,364
NCT01732549,3,2013,1,850.0,2,0,1,4.976733742420574,2,11,1,1,7.912056888179006,1,0,0,58,0,0,0,1.5824175824175823,0,0,0,0,0,91
NCT01732549,6,2013,1,850.0,2,0,1,4.976733742420574,2,11,1,1,7.912056888179006,1,0,0,58,0,0,0,0.7912087912087912,0,0,0,0,0,182
NCT01732549,12,2013,1,850.0,2,0,1,4.976733742420574,2,11,1,1,7.912056888179006,1,0,0,58,0,0,0,0.3956043956043956,0,0,0,0,0,364
NCT00591838,3,2006,0,4282.0,1,4,0,4.31748811353631,5,1,0,4,8.318498320504338,0,0,0,1,0,0,0,0.8131868131868132,0,0,0,0,0,91
NCT00591838,6,2006,0,4282.0,1,4,0,4.31748811353631,5,1,0,4,8.318498320504338,0,0,0,1,0,0,0,0.4065934065934066,0,0,0,0,0,182
NCT00591838,12,2006,0,4282.0,1,4,0,4.31748811353631,5,1,0,4,8.318498320504338,0,0,0,1,0,0,0,0.2032967032967033,0,0,0,0,0,364
NCT00091858,3,2004,0,974.0,3,0,1,6.90875477931522,2,0,0,1,7.518607216815252,1,0,0,0,0,0,0,10.989010989010989,0,0,0,0,0,91
NCT00091858,6,2004,0,974.0,3,0,1,6.90875477931522,2,0,0,1,7.518607216815252,1,0,0,0,0,0,0,5.4945054945054945,0,0,0,0,0,182
NCT00091858,12,2004,0,974.0,3,0,1,6.90875477931522,2,0,0,1,7.518607216815252,1,0,0,0,0,0,0,2.7472527472527473,0,0,0,0,0,364
NCT00935558,3,2009,1,1035.0,2,4,0,0.0,2,1,0,1,7.026426808699636,1,0,1,1,0,0,0,0.0,0,0,0,0,0,91
NCT00935558,6,2009,1,1035.0,2,4,0,0.0,2,1,0,1,7.026426808699636,1,0,1,1,0,0,0,0.0,0,0,0,0,0,182
NCT00935558,12,2009,1,1035.0,2,4,0,0.0,2,1,0,1,7.026426808699636,1,0,1,1,0,0,0,0.0,0,0,0,0,0,364
NCT04625543,3,2020,1,1004.0,2,4,0,0.0,2,1,0,1,7.794411205726601,1,0,0,1,0,0,0,0.0,0,0,0,0,0,91
NCT04625543,6,2020,1,1004.0,2,4,0,0.0,2,1,0,1,7.794411205726601,1,0,0,1,0,0,0,0.0,0,0,0,0,0,182
NCT04625543,12,2020,1,1004.0,2,4,0,0.0,2,1,0,1,7.794411205726601,1,0,0,1,0,0,0,0.0,0,0,0,0,0,364
NCT02085408,3,2011,0,4338.0,3,4,0,6.590301048196686,2,3,1,1,9.123801610558944,1,0,0,269,0,0,0,7.989010989010989,0,0,0,0,0,91
NCT02085408,6,2011,0,4338.0,3,4,0,6.590301048196686,2,3,1,1,9.123801610558944,1,0,0,269,0,0,0,3.9945054945054945,0,0,0,0,0,182
NCT02085408,12,2011,0,4338.0,3,4,0,6.590301048196686,2,3,1,1,9.123801610558944,1,0,0,269,0,0,0,1.9972527472527473,0,0,0,0,0,364
NCT00278889,3,2006,0,1369.0,2,0,1,5.375278407684165,2,9,1,1,5.60947179518496,1,0,0,43,0,0,0,2.3626373626373627,0,0,0,0,0,91
NCT00278889,6,2006,0,1369.0,2,0,1,5.375278407684165,2,9,1,1,5.60947179518496,1,0,0,43,0,0,0,1.1813186813186813,0,0,0,0,0,182
NCT00278889,12,2006,0,1369.0,2,0,1,5.375278407684165,2,9,1,1,5.60947179518496,1,0,0,43,0,0,0,0.5906593406593407,0,0,0,0,0,364
NCT01161368,3,2010,1,1338.0,2,4,0,2.302585092994046,1,2,1,1,8.290041618704489,1,0,0,2,0,0,0,0.0989010989010989,0,0,0,0,0,91
NCT01161368,6,2010,1,1338.0,2,4,0,2.302585092994046,1,2,1,1,8.290041618704489,1,0,0,2,0,0,0,0.04945054945054945,0,0,0,0,0,182
NCT01161368,12,2010,1,1338.0,2,4,0,2.302585092994046,1,2,1,1,8.290041618704489,1,0,0,2,0,0,0,0.024725274725274724,0,0,0,0,0,364
NCT00341250,3,2006,0,323.0,1,1,0,6.803505257608338,0,1,0,0,7.948031990637284,1,0,0,2,0,0,0,9.89010989010989,0,0,0,0,0,91
NCT00341250,6,2006,0,323.0,1,1,0,6.803505257608338,0,1,0,0,7.948031990637284,1,0,0,2,0,0,0,4.945054945054945,0,0,0,0,0,182
NCT02338050,3,2015,1,1827.0,2,4,0,0.6931471805599453,1,1,0,1,8.51097389160232,0,0,1,4,0,0,0,0.01098901098901099,0,0,0,0,0,91
NCT02338050,6,2015,1,1827.0,2,4,0,0.6931471805599453,1,1,0,1,8.51097389160232,0,0,1,4,0,0,0,0.005494505494505495,0,0,0,0,0,182
NCT02338050,12,2015,1,1827.0,2,4,0,0.6931471805599453,1,1,0,1,8.51097389160232,0,0,1,4,0,0,0,0.0027472527472527475,0,0,0,0,0,364
NCT01821391,3,2013,0,243.0,3,0,1,4.882801922586371,2,5,1,1,6.486160788944089,1,0,0,18,0,0,0,1.4395604395604396,0,0,0,0,0,91
NCT01821391,6,2013,0,243.0,3,0,1,4.882801922586371,2,5,1,1,6.486160788944089,1,0,0,18,0,0,0,0.7197802197802198,0,0,0,0,0,182
NCT01259284,3,2011,1,243.0,2,4,0,1.0986122886681098,3,1,0,1,7.170888478512505,1,0,0,1,0,0,0,0.02197802197802198,0,0,0,0,0,91
NCT01259284,6,2011,1,243.0,2,4,0,1.0986122886681098,3,1,0,1,7.170888478512505,1,0,0,1,0,0,0,0.01098901098901099,0,0,0,0,0,182
NCT01933347,3,2014,0,1464.0,2,4,0,3.8501476017100584,1,1,0,1,7.6760099320288875,1,0,0,1,0,0,0,0.5054945054945055,0,0,0,0,0,91
NCT01933347,6,2014,0,1464.0,2,4,0,3.8501476017100584,1,1,0,1,7.6760099320288875,1,0,0,1,0,0,0,0.25274725274725274,0,0,0,0,0,182
NCT01933347,12,2014,0,1464.0,2,4,0,3.8501476017100584,1,1,0,1,7.6760099320288875,1,0,0,1,0,0,0,0.12637362637362637,0,0,0,0,0,364
NCT01806649,3,2013,1,1034.0,2,4,0,1.791759469228055,1,1,0,1,8.458504195067558,1,0,0,1,0,0,0,0.054945054945054944,0,0,0,0,0,91
NCT01806649,6,2013,1,1034.0,2,4,0,1.791759469228055,1,1,0,1,8.458504195067558,1,0,0,1,0,0,0,0.027472527472527472,0,0,0,0,0,182
NCT01806649,12,2013,1,1034.0,2,4,0,1.791759469228055,1,1,0,1,8.458504195067558,1,0,0,1,0,0,0,0.013736263736263736,0,0,0,0,0,364
NCT00706238,3,2008,1,842.0,2,0,1,1.791759469228055,1,3,1,3,7.995306620290822,0,0,1,6,0,0,0,0.054945054945054944,0,0,0,0,0,91
NCT00706238,6,2008,1,842.0,2,0,1,1.791759469228055,1,3,1,3,7.995306620290822,0,0,1,6,0,0,0,0.027472527472527472,0,0,0,0,0,182
NCT00706238,12,2008,1,842.0,2,0,1,1.791759469228055,1,3,1,3,7.995306620290822,0,0,1,6,0,0,0,0.013736263736263736,0,0,0,0,0,364
NCT00302185,3,2007,0,274.0,3,4,0,3.044522437723423,2,1,0,1,6.091309882077698,0,0,0,1,0,0,0,0.21978021978021978,0,0,0,0,0,91
NCT00302185,6,2007,0,274.0,3,4,0,3.044522437723423,2,1,0,1,6.091309882077698,0,0,0,1,0,0,0,0.10989010989010989,0,0,0,0,0,182
NCT03637868,3,2019,1,413.0,2,4,0,0.0,1,1,0,1,8.396831834745054,1,0,0,7,0,0,0,0.0,0,0,0,0,0,91
NCT03637868,6,2019,1,413.0,2,4,0,0.0,1,1,0,1,8.396831834745054,1,0,0,7,0,0,0,0.0,0,0,0,0,0,182
NCT03637868,12,2019,1,413.0,2,4,0,0.0,1,1,0,1,8.396831834745054,1,0,0,7,0,0,0,0.0,0,0,0,0,0,364
NCT00036868,3,2002,0,2922.0,2,4,0,4.51085950651685,1,9,1,2,8.040768994367578,1,0,1,13,0,0,0,0.989010989010989,0,0,0,0,0,91
NCT00036868,6,2002,0,2922.0,2,4,0,4.51085950651685,1,9,1,2,8.040768994367578,1,0,1,13,0,0,0,0.4945054945054945,0,0,0,0,0,182
NCT00036868,12,2002,0,2922.0,2,4,0,4.51085950651685,1,9,1,2,8.040768994367578,1,0,1,13,0,0,0,0.24725274725274726,0,0,0,0,0,364
NCT01433991,3,2011,1,1966.0,1,0,1,3.4339872044851463,5,1,0,3,9.27706400401909,1,0,0,2,0,0,0,0.32967032967032966,0,0,0,0,0,91
NCT01433991,6,2011,1,1966.0,1,0,1,3.4339872044851463,5,1,0,3,9.27706400401909,1,0,0,2,0,0,0,0.16483516483516483,0,0,0,0,0,182
NCT01433991,12,2011,1,1966.0,1,0,1,3.4339872044851463,5,1,0,3,9.27706400401909,1,0,0,2,0,0,0,0.08241758241758242,0,0,0,0,0,364
NCT03976518,3,2019,0,1742.0,2,4,0,3.784189633918261,1,1,0,1,9.12674134809987,1,0,0,10,0,0,0,0.4725274725274725,0,0,0,0,0,91
NCT03976518,6,2019,0,1742.0,2,4,0,3.784189633918261,1,1,0,1,9.12674134809987,1,0,0,10,0,0,0,0.23626373626373626,0,0,0,0,0,182
NCT03976518,12,2019,0,1742.0,2,4,0,3.784189633918261,1,1,0,1,9.12674134809987,1,0,0,10,0,0,0,0.11813186813186813,0,0,0,0,0,364
NCT00394836,3,2007,0,2315.0,2,0,1,4.762173934797756,0,1,0,2,7.45182223652793,1,0,0,1,0,0,0,1.2747252747252746,0,0,0,0,0,91
NCT00394836,6,2007,0,2315.0,2,0,1,4.762173934797756,0,1,0,2,7.45182223652793,1,0,0,1,0,0,0,0.6373626373626373,0,0,0,0,0,182
NCT00394836,12,2007,0,2315.0,2,0,1,4.762173934797756,0,1,0,2,7.45182223652793,1,0,0,1,0,0,0,0.31868131868131866,0,0,0,0,0,364
